"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year"
"MASS00374360","1242.026",10,0,0,1103.818,910.17,"Hampden Co., Mass, Holyoke near dam on Connecticut River","1979-07-13",42.219662,-72.616517,194,1979
"MASS00374374","1238.006",10,1767.691,0,0,0,"Middlesex Co., Mass, railroad right of way, along railroad, NW Cambridge","1975-07-05",42.369074,-71.070098,186,1975
"MASS00374392","1240.058",10,0,0,0,872.21,"Mystic, Connecticut, in front of Colonial Apts off Rt 184","1977-08-08",41.390648,-71.965786,220,1977
"MASS00374388","1250.014",10,6347.392,0,0,0,"Litchfield Co., Connecticut, Gosen on Ct Rt 4 near jct of Ct Rt 63","1974-08-28",41.833009,-73.224688,240,1974
"MASS00374393","1244.058",10,0,0,1157.462,609.686,"Knox Co., Maine, by Esso Gas Station, Camden","1968-07-31",44.203705,-69.074019,213,1968
"MASS00364391","1244.103",10,526.258,0,569.272,859.497,"Franklin Co., Mass, Deerfield, north of Stone Crusher","1964-07-19",42.543646,-72.607695,201,1964
"MASS00364393","1246.014",10,0,0,703.697,802.437,"Middlesex Co., Mass, Reading, south end, gas pipeline","2004-07-02",42.505017,-71.099871,184,2004
"MASS00338949","1248.025",10,767.421,0,517.173,351.302,"Franklin Co., Mass, Wendell, 42.5733N 72.4002W, N of Stone Rd along power line","2014-08-19",42.5733,-72.4002,231,2014
"MASS00364388","1244.026",10,0,0,530.911,579.939,"Worcester, Mass, between Greenwood ST, and Blackstone River","1998-08-03",42.230662,-71.790478,215,1998
"MASS00374367","1238.026",10,0,0,1019.925,564.101,"Amherst, Mass, near BS railroad station","1926-08-23",42.346229,-72.593063,235,1926
"MASS00374371","1240",10,0,0,402.99,426.196,"Middlesex Co., Mass, N end of Middlesex Fells along fire road","1976-09-20",42.46732,-71.1072,264,1976
"MASS00374361","1240.195",10,988.927,0,642.311,622.292,"  ","1928-08-08",42.389534,-72.52779,221,1928
"MASS00364389","1246.026",10,635.295,0,1869.504,880.999," ","1987-07-07",42.344968,-73.318247,188,1987
"MASS00374399","1244.026",10,624.626,0,1650.522,672.002,"Merrimack New Hamphsire, riverbank, Thorton's Ferry","1929-07-31",42.864825,-71.488981,212,1929
"MASS00314968","1246.231",10,301.321,0,673.979,662.025,"Holyoke Range, Hampshire Co, MA, Hadley, N side Sisters area, adjacent to Skinner State Park 290m north of rt 47","2001-07-26",42.302904,-72.599472,207,2001
"NYBG-03188871","1587.003",10,0,0,1006.678,997.485,"Iowa Co., Wisconsin, 2.9km ENE of Avoca at bridge over Marsh Creek, T8N R2E sec8, 43* 11'21""N, 90* 17'29""W","2016-07-12",43.189167,-90.291389,194,2016
"NYBG-03134497","1594",10,1661.598,0,825.454,645.565,"Rockland Co., Block 58454 Nyack, Sparkill Highland Ave and Rt 340","2012-07-10",41.032677,-73.927037,192,2012
"NYBG-02570874","1221",10,1839.288,0,585.371,394.092,"42.47940N 088.28969W T46N R8E sec 10 McHenry Co., Illinois","2011-08-11",42.4794,-88.28969,223,2011
"NYBG-02507632","1218",10,515.45,0,1434.817,823.107,"Middlesex Co., Mass, Acton Mass, Acton Center conservation land","1986-07-19",42.482068,-71.434533,200,1986
"NYBG-02058497","1890",10,0,0,961.356,233.855,"Richland CO., Wisconsin, T8N R1W sec 1, along Hwy 80 along north side of Wisconsin River opposite Muscoda","2004-08-14",43.201447,-90.441311,227,2004
"NYBG-01126814","1886",10,0,0,0,315.819,"41*29'06""N, 73* 35'52""W Putnam Co., Patterson, NY","2003-08-20",41.485,-73.597778,232,2003
"NYBG-00366337","1896",10,0,0,1297.501,618.844,"Washoe Co., Nevada T20N R24E sec 3, Truckee River E of Wadsworth","1977-07-23",39.652174,-119.281829,204,1977
"NYBG-00366266","1218",10,715.293,0,616.216,349.765,"Apponaug RI","1877-07-03",41.700375,-71.462125,184,1877
"NYBG-00365796","1218.002",10,1491.21,0,128.062,679.946,"Colusa CO., California, 9.5mi N of Colusa","1980-06-11",39.331755,-122.034549,163,1980
"NYBG-00365719","1218",10,1110.845,0,451.797,174.413,"Westchester Co., NY, Milton (Rye)","1882-08-07",40.978303,-73.687588,219,1882
"NYBG-00365716","1219",10,652.112,0,470.509,184.426,"Nantucket, Nantucket Is., Mass.","1916-08-13",41.28132,-70.096933,226,1916
"NYBG-00365708","1216",10,2044.434,0,560.352,496.697,"Nantucket, Nantucket Is., Mass.","1961-08-03",41.28132,-70.096933,215,1961
"NYBG-00365695","1220",10,1038.657,0,730.005,627.96,"Peekskill NY","1942-08-11",41.290148,-73.925213,223,1942
"NYBG-00365693","1219",10,1452.132,0,731.82,211.026,"Granby, Quebec","1946-07-27",45.402359,-72.733835,208,1946
"BLMVL_005750","1232.002",10,1004.585,0,416.134,298.511,"Asotin Co., 0.4mi N of Heller Bar, Merid 33, T70N, R47E sec 012 Limekiln rapids","2003-08-04",46.091999,-116.983976,216,2003
"ID083781","1261.025",10,4834.418,0,0,0,"Grant Co., Washington, T16N R24E Sec 32 Crab Creek, ","1991-10-31",46.832855,-119.843056,304,1991
"ID083784","1261.032",10,749.107,0,439.286,325.276,"Kittitas Co., Washington, UTM 07 31000E 51 80900N","1991-08-27",46.741685,-116.540362,239,1991
"ID083789","1260.014",10,0,0,692.488,720.682,"Idaho, Mouth of Getta Creek on Snake River, Idaho","1975-08-11",45.746279,-116.540362,223,1975
"ID177488","1240",10,850.262,0,1101.782,595.723,"Washington Co., Idaho, T14N R3W S11, just S of US Hwy 95, 1mi SE of Cambridge, Payette National Forest","2000-08-01",44.568754,-116.671438,214,2000
"SRP046491","1234.002",10,1832.33,0,74.243,0,"Ada Co., Idaho, Castle Rock Reserve immediately W of parking Area, E of Boise","2010-07-21",43.608263,-116.170186,202,2010
"WTU-V-005313","1250.002",10,0,0,1780.517,949.908,"Chelan Co., Washington, Beebe Springs Natural Area along Lake Entiat on Columbia River","2014-06-23",47.81984,-119.97173,174,2014
"WTU-V-006998","1244",10,0,0,301.869,1298.148,"Asotin Co., Washington, Swallow's Nest Park in Clarkston, bank of Snake River","2014-08-02",46.39338,-117.04436,214,2014
"WTU-V-007369","1248",10,5601.092,0,0,198.01,"Franklin Co., Washington, Scootenay Reservoir, Cattail Lake, 46.70307N, 119.01243W","2009-09-29",46.70307,-119.01243,272,2009
"WTU-V-012736","1247",10,1635.684,0,909.825,274.954,"Benton Co., Oregon, NE Corvallis, Jackson-Frazier Wetland Co. Park, 0.2mi N of parking area at end of NE Lancaster St","2014-07-15",44.603629,-123.237977,196,2014
"WTU-V-013442","1246.02",10,1645.334,0,798.745,435.504,"T23N R20E sec 34 Chelan Co., Washington, Wenatchee Riverfront Park ","2015-08-23",47.444117,-120.314867,235,2015
"WTU-V-015734","1247.032",10,2711.76,0,0,66.212,"Kittitas Co., Washington, along Charter Road to fish hatchery","2010-10-21",47.1922,-120.96069,294,2010
"WTU-V-023021","1247.01",10,1041.581,0,1350.415,477.535,"Cowlitz Co., Washington, Island Part Recreation Area","2013-08-28",45.93921,-122.69172,240,2013
"WTU-V-023161","1251.002",10,5227.029,0,0,162.693,"","2015-09-11",45.673759,-122.689573,254,2015
"WTU-V-025480","1247.006",10,0,0,1440.898,1191.272,"","2016-07-21",48.38565,-122.48266,203,2016
"WTU-V-026740","1242.006",10,3181.141,0,1420.809,285.279,"","2016-08-14",46.133,-123.9309,227,2016
"WTU-V-026937","1246.01",10,1025.158,0,580.134,192.982,"","2016-08-31",47.4465,-122.1723,244,2016
"WTU-V-034187","1240.002",10,2721.196,0,791.158,177.102,"Kikkita Co., Washington, Roosevelt, Roosevelt park on Columbia River","2017-09-10",45.73052,-120.225086,253,2017
"ALTA-12933","1",1,1899.133,0,0,287.606,"Calgary, Bow River, St. Georges Island","1943-08-31",51.045119,-114.031895,243,1943
"ALTA-61938","1",1,2920.196,0,523.748,0,"just S of St. George's Island, Calgary Alberta, ","1943-08-31",51.045119,-114.031895,243,1943
"ALTA-61939","1",1,1469.743,0,1509.563,824.156,"just S of St. George's Island, Calgary Alberta, ","1943-08-09",51.045119,-114.031895,221,1943
"ALTA-61940","1",1,1465.007,0,618.859,526.563,"south side of St. George's Island, Calgary, Alberta","1942-09-03",51.045119,-114.031895,246,1942
"ALTA-61941","1",1,0,0,2089.447,464.043,"south side of St. George's Island, Calgary, Alberta","1948-08-20",51.045119,-114.031895,233,1948
"ALTA-112195","1",1,1620.96,0,485.56,194.178,"Edmonton, W side of city along 170st just S of 129 Ave","1996-06-30",53.588841,-113.614006,182,1996
"ALTA-114862","1",1,0,0,1335.322,195.768,"53* 16N 113* 32W Telford Lake Leduc","2005-09-02",53.266667,-113.533333,245,2005
"ALTA-117768","1",1,0,0,576.415,834.053,"53* 16N 113* 32W Telford Lake Leduc","2007-08-16",53.266667,-113.533333,228,2007
"ALTA-117769","1",1,0,0,1151.361,470.877,"53 16N 113* 32W Along CN railway tracks near Leduc Gold and Country Club entrance on Black Gold Drive","2007-08-17",53.25784,-113.566366,229,2007
"ALTA-121699","1",1,0,0,678.848,778.936,"Mulhurst, Pigeon Lake, Argentia Beach Summer Village","2009-08-15",53.050722,-114.000578,227,2009
"ALTA-130958","1",1,0,0,563.964,71.554,"Hawrelak Island, Edmonton 53* 31 45.26"", -113* 33'2.04""","2011-09-20",53.529239,-113.550567,263,2011
"ALTA-130959","1",1,0,0,1959.253,544.718,"53* 37' 37.69"" -113* 27' 5"", Ozerna Storm Water Management, Edmonton","2011-09-21",53.627139,-113.451389,264,2011
"ALTA-135446","1",1,0,0,739.789,383.751,"53 31.367' 113 16.468W, Ball Lake in Sherwood Park","2014-07-21",53.522783,-113.274467,202,2014
"ALTA-73935","1",1,0,0,527.396,305.566,"Otterburne, Manitoba","1958-08-15",49.493759,-97.032655,227,1958
"ALTA-56476","1",1,2796.445,0,0,0,"St. Celestin, Quebec","1972-08-17",46.211621,-72.430437,230,1972
"ALTA-099783","1",1,0,0,0,282.878,"Grafton Shore Rd, Woodstock, NB, near St. John River","1982-07-07",46.160629,-67.568062,188,1982
"ALTA-61943","1",1,395.408,0,1388.128,842.026,"St. Catherines, Ontario","1895-08-27",43.155536,-79.244953,239,1895
"ALTA-12936","1",1,0,0,1131.55,763.308,"Grosse-Ile, PQ","1944-07-06",47.026264,-70.669061,188,1944
"MEM-017432","1",1,183.358,0,233.834,232.559,"Banks of Stephens Lake on Rose Rd off KY 307, Hickman, Kentucky","1979-08-19",36.611075,-88.854548,231,1979
"MEM-5938","1",1,984.999,0,656.7,429.717,"McCracken Co., Kentucky, jct of Ky 305 and Pullen Rd","1968-07-09",37.098972,-88.681618,191,1968
"MEM-15139","1",1,933.733,0,758.139,499.869,"low wet area, Hockanum Rd, Northampton, Hampshire Co., Mass","1978-07-23",42.307623,-72.616128,204,1978
"MEM-020047","1",1,364.078,0,2084.891,962.86,"","2011-06-23",39.940556,-92.371389,174,2011
"NMC-0019103","1016.002",10,1030.005,0,704.986,129.958,"Saugatuck, Michigan, Allegan Co","1898-07-27",42.659633,-86.207706,208,1898
"NMC-0019105","1039.002",10,247.281,0,397.006,129.074,"Dedham, Mass","1891-07-14",42.230483,-71.180398,195,1891
"NMC-0068453","1026.008",10,0,0,1350.268,604.097,"Grant Co., NM, T15S R13W sec 2, Gila National Forest","1995-07-20",33.029264,-108.161687,201,1995
"NMC-0080465","1070.017",10,2455.551,0,591.84,0,"Rio Arriba Co., Okay-Owingeh Reservation, T21N R8E sec 15, New Mexico, ","2007-09-05",36.051152,-106.072495,248,2007
"NMC-no-barcode","1036.002",10,3376.195,0,0,0,"San Juan Pueblo, east bank of the Rio Grande below the old highway bridge, NM, Rio Arriba Co","2004-06-10",36.056415,-106.082358,162,2004
"NMC-Lee","1078.03",10,2729.371,0,0,0,"BernalilloCo., NM, Albuquerque South Valley, around pond","1994-09-07",35.011039,-106.674504,250,1994
"RSA0016014","1290.056",10,2530.198,0,609.992,0,"Alameda Co., California, Merritt College in Oakland Hills, behind propagation area for California Native Plant Society","2001-08-04",37.789886,-122.164245,216,2001
"RSA0016015","1292.025",10,1373.701,0,1467.732,855.466,"Butte Co., California, T19N R3E sec 28, NAD83 39 28'39""N, 121' 38'55""W","2006-07-19",39.477505,-121.64418,200,2006
"RSA0016016","1290.039",10,3298.098,0,0,0,"T26S R35E South Fork Kern River, 1mi NE of Onyx, Kern Co., California","1996-08-22",35.727191,-118.176251,235,1996
"RSA0016017","1290.006",10,2521.914,0,1277.987,1248.938,"Nevada Co., California, s. side of Hwy 20 to Nevada City, 1.2mi e of Grass Valley","1964-07-31",39.244653,-121.026796,213,1964
"RSA0016018","1292.025",10,0,0,575.932,773.171,"San Bernardino Co., California, Mojave Desert, 34 34'24N 117* 19'18""W WGS","2007-07-11",34.573333,-117.321667,192,2007
"RSA0016019","1288.025",10,271.693,0,693.915,192.128,"Shasta Co., California, T38N R4E between McArthur and Fall River Mills along Fall River","2000-08-01",41.02758,-121.424616,214,2000
"RSA0016020","1290.047",10,907.147,0,1400.047,0,"Shasta Co., California T36N R4E s17, between Fall River Mills and Burney Why 299 bridge along Pit River","2000-08-03",41.004246,-121.445132,216,2000
"RSA0016021","1286.039",10,0,0,845.59,754.899,"Shasta Co., California, Lava Creek Lodge, Lava Creek","1986-06-26",41.121367,-121.497606,177,1986
"RSA0118651","1287.039",10,0,0,1068.924,1397.386,"Vancouver, 49 17N 123 12W, along duck ponds of Herico Beach Park","1995-08-30",49.271399,-123.197676,242,1995
"RSA0118652","1291.025",10,2315.768,0,961.182,350.638,"Vancouver, 49 17N 123 12W, along parking lot E of Jerico Beach Park","1995-08-30",49.270519,-123.191888,242,1995
"RSA0118654","1288.039",10,3313.726,0,1255.271,258.023,"Valley Co., Idaho, Sylvan Beach, along small pond","1967-09-04",44.953954,-116.099715,247,1967
"RSA0118655","1290.056",10,365.216,0,242.405,341.387,"Cook Co., Illinois, Morton Grove along railroad track","1956-07-22",42.050009,-87.785404,204,1956
"RSA0118656","1290.039",10,0,0,2373.064,1591.689,"Des Moines Co., Vineyard St near intersection with Cottonwood Drive, Burlington","1975-06-07",40.818424,-91.137769,158,1975
"RSA0118657","1290.039",10,4397.896,0,0,124.403,"Orr's Island (S. of Bath) Maine","1984-08-29",43.7662,-69.967463,242,1984
"RSA0118658","1286.039",10,3029.286,0,1996.935,241.23,"Middle Essex Co., Mass, Behind Johnson's Motor Lodge in Chelmsford","1963-08-10",42.602675,-71.349234,222,1963
"RSA0118659","1290.056",10,1809.766,0,0,0,"Newburyport, Essex Co., Mass","1913-09-13",42.808768,-70.878949,256,1913
"RSA0118660","1292.076",10,0,0,1066.685,873.326,"Lodge by Merrimac River, Lowell, Mass","1927-07-28",42.652121,-71.315789,209,1927
"RSA0118664","1290.025",10,0,0,380.49,0,"43 04'19""N 77 37'47""W, WGS84, Monroe CO., Henrietta, Calkins Rd and Hylan Drive","2004-08-13",43.071944,-77.629722,226,2004
"RSA0118665","1290.039",10,0,0,1941.06,992.347,"Washoe Co., Reno, T19N R20E S31, E side of Home Gardens Drive, S of Reno Airport","1997-07-26",39.474795,-119.771599,207,1997
"RSA0118666","1294.006",10,0,0,1577.177,169.74,"Lyon Co., Nevada, T20N, R25E sec7, east Fernley, N of jct of Fremont St and Road 343 leading S from I80","1989-07-14",39.61138,-119.217937,195,1989
"RSA0118667","1288.025",10,0,0,1304.857,684.05,"Cheshire Co., New Hampshire, shore of Connecticut River below dam at North Walpole","1974-06-30",43.134242,-72.441684,181,1974
"RSA0118668","1290.039",10,0,0,813.115,724.308,"Rockingham CO., New Hampshire, Town of Rye, Eel Pond","1982-07-08",42.98183,-70.768067,189,1982
"RSA0118670","1285.039",10,831.708,0,307.558,486.03,"East Milford, New Hampshire","1907-08-31",42.831371,-71.631845,243,1907
"RSA0118671","1286.076",10,575.97,0,544.183,596.013,"Rockingham Co., Hew Hampshire, Town of Seabrook, Seabrook Dunes, Area #1 of sunken forest","1982-08-03",42.880822,-70.820792,215,1982
"RSA0118672","1288.039",10,7021.899,0,563.55,138.708,"Coos Co., New Hampshire, Percy Stark, low ground by railroad","1955-08-27",44.622344,-71.390782,239,1955
"RSA0118673","1291.039",10,0,0,1482.604,323.472,"Granton, Hudson Co., New Jersey","1895-07-10",40.79557,-74.022647,191,1895
"RSA0118674","1288.039",10,0,0,1151.316,1349.068,"Ithaca New York, near Aviation School","1918-07-12",42.441544,-76.51148,193,1918
"RSA0118675","1290.056",10,738.804,0,289.884,611.434,"Marlboro, Ulster Co., New York, near Hudson River","1935-07-25",41.599326,-73.962104,206,1935
"RSA0118676","1289.006",10,1022.325,0,528.834,448.76,"Pawling New York, ","1920-08-06",41.561544,-73.599765,219,1920
"RSA0118677","1288.039",10,4879.08,0,0,0,"Pawling New York, ","1920-10-08",41.561544,-73.599765,282,1920
"RSA0118678","1289.025",10,0,0,1587.922,1254.613,"Clyde, New York, next to river","1883-08-04",43.082075,-76.87208,216,1883
"RSA0118679","1288.025",10,1639.277,0,510.317,0,"Watauga Co., North Carolina, Bass Lake, Moses H Cone Memorial Park, Blowing Rock","1961-08-04",36.141318,-81.681804,216,1961
"RSA0118680","1286.025",10,1097.926,0,606.96,881.785,"N.S, Canada, Cape Breton, Port Morian, along Glace Bay highway","1984-08-24",46.141097,-59.885103,237,1984
"RSA0118684","1290.076",10,645.215,0,748.831,396.815,"Geigertown, Union Twp, Beaks Co., Penna","1971-07-23",42.516268,-70.885821,204,1971
"RSA0118685","1288.047",10,0,0,1727.446,732.694,"Ville Saint-Laurent, Quebec","1933-06-26",45.502619,-73.749784,177,1933
"RSA0118686","1288.056",10,0,0,1243.331,800.671,"Papineau Co., Quqbec, Ottawa River, Fassett, Petite-Nation Township","1959-07-26",45.6433,-74.864518,207,1959
"RSA0118687","1288.014",10,0,0,1382.131,798.229,"Trailer Park N edge of Maskinonge on Rt 2, Quebec Canada","1968-07-09",46.230601,-73.019464,191,1968
"RSA0118688","1288.056",10,2280.456,0,921.896,466.882,"Apponaug RI","1878-07-12",41.699863,-71.462168,193,1878
"RSA0118689","1294.031",10,1091.421,0,102.416,497.954,"Washington Co., RI, 41 33.3N 71 26.8W, North Kingstown","1999-07-30",41.555,-71.446667,211,1999
"RSA0118690","1284.076",10,612.657,0,342.215,751.009,"Thoroughfare Gap, Bull Run Mts, Fauquier Co., Virginia","1974-06-09",38.823857,-77.716622,160,1974
"RSA0118691","1284.006",10,0,0,1351.739,782.359,"University of Washington Arboretum, King Co., Washington","1965-07-15",47.657167,-122.293892,196,1965
"RSA0118692","1286.025",10,0,0,889.209,416.142,"Along Lake Washington near University grounds, Seattle","1931-08-19",47.6513,-122.298567,231,1931
"RSA0118693","1290.025",10,1045.062,0,829.656,805.536,"Richland Co., Wisconsin, T10N, R1E s9","1993-08-20",43.357114,-90.387833,232,1993
"RSA0118694","1281.032",10,1384.713,0,413.021,546.818,"Burns Twp, LaCrosse Co., Wisconscin, T17N R5W sec2","1959-08-14",43.983377,-90.948379,226,1959
"QFA0327669","500",5,476.032,0,517.105,204.303,"Provided","1995-09-10",46.883333,-71.066667,253,1995
"QFA0341495","500.001",5,0,0,0,425.132,"Provided","1950-06-28",47,-70.816667,179,1950
"QFA0043587","501.001",5,0,0,110.565,0,"Provided","1953-07-03",46.866667,-71.016667,184,1953
"QFA0042302","500.004",5,686.632,0,227.13,0,"Provided","1953-08-08",46.866667,-71.016667,220,1953
"QFA0196242","500.009",5,1516.343,0,405.891,229.26,"Provided","1944-08-02",46.916667,-70.966667,215,1944
"QFA0223207","502.049",5,0,0,1717.403,927.202,"Provided","1970-06-30",47.059444,-70.543056,181,1970
"QFA0346013","501.001",5,2034.581,0,754.743,295.597,"Provided","1989-08-30",46.979444,-70.783611,242,1989
"QFA0397034","501",5,0,0,1939.761,719.538,"Provided","1991-08-10",47.216667,-61.816667,222,1991
"QFA0397451","500.001",5,348.641,0,704.249,87.201,"Provided","1987-07-28",47.4,-70.383333,209,1987
"QFA0387358","502.001",5,0,0,1105.032,498.949,"Provided","1992-07-20",47.409444,-70.433056,202,1992
"QFA0390011","500.004",5,0,0,879.454,387.138,"Provided","1973-07-18",46.916667,-70.9,199,1973
"QFA0129914","500",5,1309.816,0,0,0,"Provided","1971-09-07",46.916667,-70.966667,250,1971
"QFA0345927","500.004",5,0,0,613.04,422.402,"Provided","1976-08-11",48.142222,-69.25,224,1976
"QFA0043584","501.001",5,654.864,0,136.499,0,"Provided","1952-08-10",46.866667,-71.016667,223,1952
"QFA0170243","499.004",5,780.944,0,1138.44,629.547,"Provided","1975-08-28",47.4,-70.390556,240,1975
"QFA0031467","499.001",5,961.372,0,276.928,124.852,"Provided","1965-08-02",47.4,-70.390556,214,1965
"QFA0080545","489.853",5,489.853,0,470.015,561.597,"Provided","1940-07-20",47.4,-70.390556,202,1940
"QFA0160646","502.001",5,0,0,1908.776,424.582,"Provided","1952-07-10",46.85,-71.133333,192,1952
"QFA0429002","500.001",5,763.937,0,549.067,363.788,"Provided","1992-08-20",47.779167,-61.497222,233,1992
"QFA0439363","501.001",5,2758.078,0,1554.514,636.821,"St. Augustin, Quebec","1973-07-24",51.232767,-58.651562,205,1973
"QFA0439362","501.001",5,0,0,600.648,186.8,"Provided","1972-06-24",46.751389,-71.344444,176,1972
"QFA0445864","499.001",5,0,0,1010.093,290.251,"Provided","1999-07-30",47.4,-70.390556,211,1999
"QFA0490828","502",5,672.357,0,1208.269,477.074,"Provided","1962-07-11",47.016667,-70.933333,192,1962
"QFA0313419","499.001",5,0,0,838.359,470.409,"Comte de Levis, Saint Romuald, Sevigny and Verger Street","2000-07-11",46.742969,-71.257154,193,2000
"QFA0500296","500.004",5,470.388,0,0,0,"Iles de la Madeleine, Ile du Havre-Aubert Plage du Havre, entre les dunes et la baie de Plaisance","2006-09-12",47.306035,-61.9373,255,2006
"QFA0278339","500.025",5,799.94,0,948.532,586.982,"Provided","1981-08-13",46.783333,-71.275,225,1981
"QFA0277520","501.049",5,961.664,0,385.04,0,"Provided","1979-08-16",46.777778,-71.266389,228,1979
"QFA0239319","500.001",5,1791.122,0,464.875,215.312,"Provided","1977-08-12",46.775,-71.283333,224,1977
"QFA0239364","500",5,0,0,1051.747,387.882,"Provided","1977-07-12",46.819167,-71.205833,193,1977
"QFA0345929","502.036",5,0,0,491.276,201.284,"Provided","1981-07-11",46.8125,-71.202222,192,1981
"QFA0196383","502.001",5,0,0,1457.641,821.661,"Provided","1976-07-10",46.763889,-71.293056,192,1976
"QFA0073142","502.036",5,406.709,0,814.262,524.449,"Provided","1963-07-26",46.766667,-71.25,207,1963
"QFA0167118","501.036",5,370.653,0,599.303,161.55,"Provided","1974-08-13",46.779444,-71.273889,225,1974
"QFA0187945","502.036",5,2158.474,0,439.032,317.316,"Provided","1975-07-31",46.766667,-71.25,212,1975
"QFA0533393","499.001",5,693.004,0,275.429,0,"Provided","2007-08-27",46.746944,-71.341389,239,2007
"QFA0563360","500",5,0,0,928.217,518.21,"Anjou-sur-le-Lac, dan les coi de l'intersection des boulevards Louis-Hippolyte-Lafontaine et Henri-Bourassa","2008-07-11",45.613716,-73.60096,193,2008
"QFA0565691","500",5,1362.502,0,0,0,"St-Roch-des-Aulnaies","2006-08-20",47.316841,-70.174654,232,2006
"QFA0565692","500.004",5,1336.179,0,330.194,212.993,"Anse-a-Gilles, Quebec","2006-08-20",47.08376,-70.428796,232,2006
"QFA0565695","501.004",5,3032.675,0,565.697,426.352,"Les Boules, Quebec","2006-08-20",48.683941,-67.964485,232,2006
"QFA0569302","500.009",5,0,0,1397.072,809.029,"Pointe aux Pins, Quebec","1963-07-17",47.043572,-70.568139,198,1963
"QFA0547407","501.001",5,243.483,0,636.884,500.229,"Provided","2007-08-06",48.483989,-64.15942,218,2007
"QFA0577102","499",5,0,0,1265.724,687.152,"Provided","2008-07-20",46.769339,-71.168092,202,2008
"QFA0583468","499.001",5,497.445,0,111.793,460.918,"Provided","1976-07-27",48.586111,-68.202778,209,1976
"QFA0581940","500.004",5,556.483,0,733.038,692.753,"Maizerets, Québec","1970-08-26",46.835579,-71.21518,238,1970
"QFA0410429","500.016",5,0,0,1051.657,576.9,"Provided","1976-07-26",49.388333,-67.608056,208,1976
"QFA0250226","499.016",5,0,0,397.201,240.56,"Provided","1979-08-04",48.894444,-68.780556,216,1979
"QFA0075643","499.009",5,1061.501,0,0,0,"Provided","1964-08-26",49.322778,-67.596667,239,1964
"QFA0368949","501.001",5,201.341,0,0,120.768,"Provided","1946-08-07",49.421944,-67.302222,219,1946
"QFA0596586","499.001",5,0,0,1433.432,635.016,"Provided","2011-08-06",47.883333,-69.87,218,2011
"QFA0596918","500",5,2429.924,0,663.056,0,"Provided","2011-08-28",46.683333,-71.3,240,2011
"QFA0596786","500",5,0,0,1990.817,750.42,"Provided","2011-07-02",45.076444,-73.929989,183,2011
"QFA0026065","444.018",5,0,0,623.587,422.273,"Provided","1947-08-03",48.235833,-79.038611,215,1947
"QFA0410426","443.055",5,211.179,0,244.059,277.42,"Provided","1981-08-30",46.816667,-71.216667,242,1981
"QFA0602109","499.001",5,732.375,0,1773.728,715.428,"St. Fulgence","1995-07-22",48.450974,-70.905528,203,1995
"QFA0032404","500",5,1777.275,0,0,0,"Rivage du Saint-Laurent, Rimouski, Co. Rimouski","1950-09-30",48.443296,-68.538845,273,1950
"QFA0166365","499.016",5,431.802,0,642.516,253.55,"Comté de Portneuf, St-Augustin, Baie de l'île à Gagnon.","1975-07-16",46.728626,-71.45465,197,1975
"QFA0054374","500.016",5,1286.37,0,906.36,526.621,"Comté de Chambly, Île Goyer.","1957-07-13",46.687755,-71.887632,194,1957
"QFA0052709","499.049",5,1188.253,0,549.146,490.511,"Laval, Abord à Plouffe.","1956-09-03",45.53722,-73.73583,247,1956
"QFA0043588","500.016",5,368.82,0,544.787,147.605,"Gaspé.","1954-08-22",46.687755,-71.887632,234,1954
"QFA0023551","499.009",5,0,0,248.169,278.47,"Baie du Febvre, Longue Pointe, secteur Janelle.","1943-09-10",46.139228,-72.722393,253,1943
"QFA0271902","503.036",5,0,0,465.929,633.051,"Comté de Terrebonne, Rivière des Milles Îles, île en face M. Phénix (vis-à-vis Île Morris).","1961-08-16",45.611678,-73.818878,228,1961
"QFA0269059","501.001",5,428.666,0,1236.13,343.157,"Comté de Portneuf, Saint-Augustin, chemin du Roi au nord de l'Île à Gagnon.","1982-07-05",46.732228,-71.430315,186,1982
"QFA0160647","500.001",5,247.941,0,350.937,97.985,"Orsainville.","1964-08-12",46.876385,-71.30084,225,1964
"QFA0160103","500",5,902.947,0,856.264,953.285,"Longueuil","1932-07-07",45.538797,-73.516384,189,1932
"QFA0311215","500.001",5,0,0,497.894,176.011,"Comté de Kamouraska, Rivière-Ouelle.","1964-09-18",47.438982,-70.035893,262,1964
"QFA0326529","502.001",5,2605.459,0,879.816,491.446,"Nominingue, Camp des Clercs de St-Viateur, Lac Nominingue, rivage.","1989-08-12",46.43775,-75.009462,224,1989
"QFA0262677","502",5,0,0,728.384,549.124,"Comté de Labelle, Lac Petit-Nominingue (nord).","1945-07-21",46.373428,-75.01997,202,1945
"QFA0262678","501.001",5,470.005,0,1366.39,427.918,"Comté de Labelle, Lac Petit-Nominingue (nord).","1946-07-25",46.373428,-75.01997,206,1946
"QFA0068374","501",5,845.119,0,0,205.543,"Terrebonne, Lac de Mont-Tremblant.","1961-08-07",46.209102,-74.592948,219,1961
"QFA0067993","499.001",5,415.437,0,900.173,96.208,"Missisquoi, Bedford.","1961-08-15",45.121684,-72.988049,227,1961
"QFA0070984","499",5,335.815,0,953.549,579.396,"Ville St-Michel","1960-06-17",45.243168,-73.56747,169,1960
"QFA0068056","500",5,0,0,626.894,290.281,"Kamouraska, Rivière Ouelle.","1961-07-31",47.428594,-70.025216,212,1961
