"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year","GD","GDs","GDD","GDDs","meanGDeg","varGDeg","skewGDeg","kurtGDeg","numStns"
"931093411",430.67,5,0,0,517.92,256.5,NA,NA,45.29,-75.9,194,1989,138,66,1434.97827512699,658.686640788554,10.3983932980217,14.4620981792252,-0.0956226165730655,-0.428901949205789,20
"941127",628.013,5,507.513,0,572.63,330.811,NA,NA,46.602071,-120.505899,262,1989,192,168,1610.03953929884,1460.81176475512,8.3856226005148,16.3411619267208,0.0420302257944348,-0.649370004143468,20
"NHA-726681",1604.02,10,0,0,1888.93,1357.997,"Mass: Essex County","1989-07-05",42.79442,-70.96878,186,1989,190,71,1738.64071085705,607.924594565282,9.19915720030186,23.3272562824337,-0.141455649702441,-0.872132972510195,20
"WCSU-02606",1416.002,10,1718.39,0,927.483,235.394,"Conn: WCSU Westside Campus","1989-09-11",41.40136,-73.47053,254,1989,192,140,1935.92804601599,1623.68577290093,10.0829585729999,23.1752027381112,-0.263946391423537,-0.788441391969409,20
"WCSU-02605",1422.202,10,2982.489,0,990.102,432.903,"NY: Katonah, side of Rte 35","1989-07-20",41.265186,-73.684834,201,1989,191,87,1870.04182438514,876.744373882953,9.79079489206881,22.4678479726249,-0.265136742901881,-0.813265218143668,20
"WCSU-02616",1412.399,10,0,0,1942.299,991.283,"NY: Carmel, Rte 301","1989-07-16",41.426091,-73.682438,197,1989,191,83,1929.99346226648,847.388587765933,10.1046778129135,22.5052449354598,-0.268778039855419,-0.762968555685543,20
"TENN-V-0155045",1324.278,10,1238.49,0,1459.288,786.132,"Tenn: Warren County: in field on Rt 55 near forest mill","1989-07-31",35.683103,-85.811235,212,1989,217,110,2608.41206780182,1420.55988753465,12.0759817953788,25.3160374470346,-0.616366480061745,-0.647806018839009,20
"NYBG-00365798",1216.288,10,0,0,772.389,1072.189,"Nebraska: Saunders: Yutan","1989-07-10",41.242578,-96.393876,191,1989,166,82,2064.08046309851,971.038208234173,12.4342196572199,25.4520929104849,-0.503107743848377,-0.294542295254161,20
"UWSP108099_lg",1,1,0,0,1437.49,264.112,"Wisconsin: Waupaca: Vesey Lake","1989-07-20",44.42418483,-88.97117702,201,1989,137,72,1457.57391787305,738.055621669513,10.6392256779054,15.4934964320041,-0.151127684606722,-0.270346732234069,20
"UWSP120784_lg",1,1,0,0,1773.238,763.129,"Wisconsin: Oneida: Minocqua Lake","1989-07-25",45.894697,-89.68417667,206,1989,136,77,1138.51518549472,628.447653820089,8.37143518746119,15.0124804548081,-0.248392511746148,-0.357049434278731,20
"UWSP108157_lg",1,1,1098.48,0,880.3,339.382,"Wisconsin: Marathon: Mead Wildflie Area","1989-07-29",44.71191896,-89.86275513,210,1989,136,81,1393.76346263035,838.528986993198,10.2482607546349,14.4454089993532,-0.100263464294792,-0.295810925444936,20
"UWSP108754_lg",1,1,1683.49,0,0,0,"Wisconsin: La Crosee, Lake Onalaska","1989-09-24",43.91934099,-91.3204228,267,1989,157,159,1736.42992252175,1737.23130398361,11.2027736936887,22.5423789319198,-0.361888579075494,-0.309342935981809,20
"CALVIN002224_61",517.009,5,774.081,0,275.593,370.369,"Calvin College Ecosystem Preserve, Field C, Kent Co., MI","1990-07-24",42.934835,-85.579138,205,1990,171,96,1716.64834874326,908.948940832709,10.0388792324167,21.3682096524739,-0.308076919097567,-0.675092972120647,20
"HCHM07011",1004.008,10,1305.056,0,96.427,217.916,"Allegan Co., T5N R14W Sec. 33, Ottagon and 44th","1990-09-11",42.775909,-85.96708,254,1990,172,145,1687.30585644835,1499.98410294877,9.80991777004853,22.1606250471929,-0.352123933082811,-0.845719455100252,20
"ILLS00071274",878.021,10,1751.611,0,0,0,"Illinois, Morgan Co., 5mi N of Bluffs","1990-08-10",39.828081,-90.536256,222,1990,173,113,2190.64255340394,1386.30775864302,12.6626737190979,23.5107202510054,-0.334990466695137,-0.683526580520565,20
"1145011",1168.027,10,1808.339,0,580.643,687.048,"45*4'6""N 93*7'22""W, Ramsey Co., Minnesota","1990-07-13",45.068333,-93.122778,194,1990,172,87,1819.66243709654,838.892921612274,10.7672333556008,22.2726981435149,-0.453341995558622,-0.522709371499884,20
"1189103",1168.007,10,807.93,0,461.36,641.233,"Polk Co., Oregon, State Hwy 99W, 1.3mi S of the McCoy-Lincoln Junction at milepost51","1990-07-19",44.927562,-123.230624,200,1990,229,126,1585.25260249279,706.642777127125,6.92250044756678,20.3947586895048,0.355490019722316,-0.793476492021782,20
"MUHW034955",1372.036,10,652.388,0,782.965,409.015,"Lawrence Co., Ohio, Coal Grove, Ice Creek Embayment Site RM324 along Ohio River floodpain","1990-09-18",38.502901,-82.652413,261,1990,184,153,2275.4562750474,2020.92774183211,12.366610190475,16.9323656884156,-0.558293362499633,-0.308409594116859,20
"MUHW034956",1370.036,10,759.512,0,393.569,476.432,"Lawrence Co., Ohio, Coal Grove, Ice Creek Embayment Site RM324 along Ohio River floodpain","1990-09-18",38.502901,-82.652413,261,1990,184,153,2275.4562750474,2020.92774183211,12.366610190475,16.9323656884156,-0.558293362499633,-0.308409594116859,20
"MU-V-000042254",1164.757,10,1711.621,0,227.2,0,"Morgan Co., Illinois, 5mi N of Bluffs","1990-08-10",39.822964,-90.509733,222,1990,173,113,2183.93879132875,1382.98317642064,12.6239236492991,23.3449783215238,-0.331564674921037,-0.686233196559827,20
"MU-V-000195904",1164.62,10,1185.791,0,679.909,365.88,"Rockbridge Co., Virginia, Maury River, Buena Vista, along US Rt 60 1mi e of I81","1990-08-09",37.740362,-79.363611,221,1990,225,154,2389.87667872137,1551.86607472384,10.8630758123698,23.1309855819219,-0.600722945856101,-0.448343577861685,20
"MU-V-000195884",1162.497,10,0,0,914.257,1141.082,"Butler Co., Ohio, Hanover Twp, north side of Ross-Hanover Rd, just east of Millville","1990-07-06",39.392303,-84.635645,187,1990,182,78,2170.62960001941,836.66218634005,11.9265362638429,20.9579160325746,-0.323287869237071,-0.739294990860594,20
"MU-V-000007673",1162.497,10,1666.362,0,363.353,238.101,"Bracken Co., Kentucky, east of Meldahl Dam on shore of Ohio River","1990-07-28",38.790474,-84.169508,209,1990,226,143,2365.18521486281,1300.72487556159,10.8994710362342,28.3368356168797,-0.476180928818423,-0.651469028929661,20
"MU-V-000195893",1162.497,10,0,0,831.562,963.008,"E side of RR tacks 0.5mi S of cannon Rd, and 0.5mi N of St Rt 82, 1mi E of ST. Rt 91, Twinsburg Twp, Summit Co., Ohio","1990-07-31",41.329484,-81.443827,212,1990,182,103,1806.7029855338,1026.7196187953,9.92693948095493,18.5857433228702,-0.312332138979518,-0.839344213085006,20
"0036827MOR",1220.002,10,1215.893,0,1071.387,507.982,"Illinois, DuPage, On the east side of the Morton Arboretum in L-78/area. On north side of Forest Road just before Ridge Road turnoff. In open field of tall weeds.","1990-06-25",41.82188,-88.054295,176,1990,174,68,2056.41264487334,634.766865206574,11.8184634762836,25.8940638695516,-0.337626176557874,-0.830331550229439,20
"0036853MOR",1216.002,10,1115.363,0,668.841,555.679,"Wisconsin, Walworth, On levee on east side of Lake Como. In swampy area by lake edge.","1990-07-12",42.611022,-88.460342,193,1990,172,85,1884.92473510402,808.822795540289,10.9588647389768,25.4194155752635,-0.330589961772645,-0.77621503060486,20
"0036828MOR",1222,10,2492.055,0,521.671,480.518,"Illinois, DeKalb, Along a nature trail on an abandoned route of the Milwaukee RR, north of Route 23, in the northeastern part of DeKalb. In moist ground along a ditch.","1990-08-07",41.930393,-88.755118,219,1990,171,110,1847.72812884069,1143.841360574,10.8054276540391,24.2496502988698,-0.342207295772649,-0.756352952520258,20
"0036852MOR",1220.007,10,1914.585,0,919.949,486.046,"Indiana, Newton, Route 41 just south of Kankakee River bridge, in moist open ground near the highway.","1990-08-16",41.173081,-87.449263,228,1990,173,119,1903.20860856553,1288.4256654831,11.0012058298586,20.9939485649433,-0.261382759117236,-0.863037868696657,20
"OS0016022",1228.059,10,6675.514,0,346.03,141.51,"Dupage Co., Illinois, NW corner of Lemont Rd. and Bluff Rd intersection, just N of Lemont. Wet ditch on foodplain of Des Plaines River","1990-08-26",41.684573,-88.004847,238,1990,174,130,2006.43624900641,1510.34434125082,11.5312428103816,23.3781859387941,-0.360490091830354,-0.84967201206558,20
"CHRB0001053",1142.016,10,1441.193,0,439.785,509.395,"40.56871 -74.68294 Somerset Co., New Jersey, Milltown Rd, between VanderVeer Rd and Rte.22 Bridgewater","1990-07-30",40.58902,-74.676866,211,1990,182,101,1918.02474984027,1029.50903730471,10.5385975265949,19.7840509103738,-0.343641335074346,-0.980043436700261,20
"CHRB0001095",1146.141,10,3032.859,0,1034.243,600.563,"40.50872 -74.45126","1990-08-01",40.50872,-74.45126,213,1990,183,104,1960.61219610324,1100.87629350309,10.7137278475587,19.5294496889439,-0.284780857560281,-1.07012147762053,20
"ILL00121802",881.02,10,0,0,898.755,479.72,"Rockbridge Co., Virginia, Maury River, Buena Vista, along US Rt 60 1mi e of I81","1990-08-09",37.741469,-79.360297,221,1990,225,154,2389.30685227801,1551.57070447714,10.8604856921728,23.1214932045031,-0.600624637701584,-0.448241201487018,20
"ILL00121797",885.009,10,0,0,504.745,530.896,"Quebec, 3.5mi NE Berthier sur mer, Woodiede by Route 132","1990-07-06",46.954843,-70.672646,187,1990,147,60,1170.90732906313,359.042859723899,8.18816314030162,18.2921825855821,-0.123944303955195,-0.985383011928325,20
"MICH-V-1355552",1168.084,10,350.878,0,668.322,402.748,"Tuscola Co., Michigan, Fish Point Marsh","1990-08-22",43.706888,-83.527542,234,1990,172,125,1611.3662235443,1207.88647170745,9.36840827642036,20.6071061391569,-0.348322710996465,-0.79570037742337,19
"OSU_179892",1230.004,10,5090.245,0,990.299,563.648,"Polk County, State Hwy 99W, 1.3 mi S out McCoy-Lincoln Unction, 51-mile post","1990-07-19",45.042371,-123.207223,200,1990,205,126,1473.62045708656,673.026319167238,7.18839247359297,18.9640971140222,0.317230532870047,-0.723260104091547,20
"OSU_185529",1228.007,10,0,0,497.416,1188.732,"Douglas County: Myrtle Island, end of Cougar Creek Road, 7.3km west of Bullock Bride and OR 138","1990-08-02",43.476438,-123.546757,214,1990,254,163,1713.84733418498,960.198248367523,6.85538933673992,17.5241781835572,0.418435643290589,-0.696956307356377,20
"WTU-V-022155",1248.004,10,0,0,1647.558,394.774,"Grant County, 9mi W of moses Lake, near Desert Wildlife Area Parking Lot where Winchester Wasteway interects Dodson Rd.","1990-09-02",47.053672,-119.555827,245,1990,192,159,1753.85738638062,1420.95080975966,9.13467388739906,24.4120025082452,0.175323790107708,-0.876978687749584,20
"RMBC_191654",1260.04,10,2702.975,0,0,0,"49*12N, 124*01' ","1990-08-01",49.2,-124.0166667,213,1990,198,128,1344.3796432269,737.950262456406,6.78979617791365,17.1341405301145,0.207393383092838,-0.873681490950799,20
"MT00007159",1234.002,10,1124.138,0,1415.398,874.111,"45.3166667 -73.25","1990-07-15",45.316667,-73.25,196,1990,168,84,1411.66503543859,604.167259514944,8.40276806808683,22.5427187106834,-0.231527442052632,-1.0479200012855,20
"MT00007160",1230.007,10,2637.939,0,1552.243,643.092,"45.425 -74.0466667","1990-07-25",45.425,-74.046667,206,1990,171,97,1448.70479019779,768.022751399078,8.47195783741396,23.0305663120805,-0.146658317073246,-1.10846635478123,20
"3008933",480.017,10,505.497,0,426.604,251.849,"Hammond, Indiana, east side of city along Rt 20, just S of I090 toolway","1990-08-03",41.672387,-87.496056,215,1990,174,107,2021.60437569237,1189.43280570081,11.618415952255,24.0955203640025,-0.352626040059988,-0.83027854564071,20
"1793126",478.009,10,651.196,0,118.229,34.482,"Cook Co., Lemont Rd and Bluff Rd, just north of Lemont","1990-08-26",41.6865,-88.003,238,1990,174,130,2007.40656606698,1511.09667236349,11.5368193452125,23.4030739219617,-0.360283871464709,-0.848850761802293,20
"1793125",478.009,10,906.582,0,152.732,64.281,"DuPage Co., Illinois, Lemont Rd and Bluff Rd, just N of Lemont","1990-08-26",41.6865,-88.003,238,1990,174,130,2007.40656606698,1511.09667236349,11.5368193452125,23.4030739219617,-0.360283871464709,-0.848850761802293,20
"931092163",432,5,0,0,424.24,542.14,NA,NA,43.99,-79.47,212,1990,171,103,1495.62711695461,884.363019818654,8.79780657032126,19.7428169683009,-0.293343744346344,-0.751620222814981,20
"166349",626.029,5,404.405,0,1283.903,790.108,NA,NA,47.844757,-120.01908,170,1990,194,85,2000.67194611944,502.633927010852,10.3127419903064,26.9512180445056,0.161110911947368,-0.88290656583392,20
"2042078",618.003,5,1098.045,0,1241.789,1259.881,NA,NA,47.575193,-116.412674,171,1990,111,8,1123.83409595833,47.3582944341908,10.1246314951201,11.6197623412795,-0.0760010547216007,-0.991254359419373,20
"CONN00145273",2352,10,1974.396,0,0,0,"","1990-07-30",41.761944,-72.741944,211,1990,189,102,1947.33559027425,1039.64301968144,10.303362911504,22.0465551773692,-0.20719852297855,-0.963530058541362,20
"CONN00003817",2352.003,10,2819.696,0,448.018,178.885,"Hartford County, Glastonbury, CT","1990-09-18",41.686944,-72.545278,261,1990,189,152,1951.63834112413,1680.18609875066,10.3261287890165,21.9461873447329,-0.246673008364595,-1.01144714861903,20
"CONN00003810",2348.003,10,0,0,4014.084,1696.979,"Conn: Hartford County: Farmington","1990-06-10",41.7277778,-72.840833,161,1990,184,52,1833.42779815246,310.13324732985,9.96428151169813,20.8126331471321,-0.247883175076804,-0.972635550579753,20
"CONN00003819",2356.031,10,0,0,1894.527,360.799,"Conn: Hartford County: Manchester","1990-07-29",41.775278,-72.524722,210,1990,189,101,1910.03659441383,998.183745552689,10.1060137270573,21.8963167420647,-0.275904249184448,-1.02750829409209,20
"CONN00003814",2356.014,10,4284.353,0,324.904,251.446,"Conn: Hartford County: Farmington","1990-08-05",41.7277778,-72.840003,217,1990,184,108,1834.21236353539,1081.08868323307,9.96854545399671,20.811283271239,-0.247666620136138,-0.972850724010973,20
"CONN00003830",2362.014,10,2416.773,0,829.392,422.109,"Conn: New Haven County: Cheshire","1990-09-21",41.512222,-72.904167,264,1990,183,155,1984.41827916929,1740.87947463259,10.8438157331655,20.4280078986711,-0.338127978518713,-0.979862852659096,20
"UVMVT084361",1228.377,10,689.789,0,0,0,"Vermont: Chitenden County: Shelburne: Shelburne Bay Fishing Access","1990-08-30",44.426199,-73.229271,242,1990,173,133,1501.92727116563,1244.7145224325,8.68166052696898,22.4689697477385,-0.304930375494199,-1.02067626753209,20
"4396",242.133,5,253.558,0,142.442,0,"half a mile west of Waukegan Rd. between 2 sets of railroad tracks, Techny Rd., Cook, Illinois","1991-08-16",42.111651,-87.819699,228,1991,191,116,2174.29538583686,1506.7155285081,11.5042083906712,34.1934499126767,-0.378115911212899,-0.914386650864672,20
"K31234100529922",1379.46,10,1435.324,0,700.87,0,"Harbor area a Brookport and off Us alt. 5","1991-08-06",42.12618,-80.113006,218,1991,194,106,2094.37952977471,1293.06482645325,10.8517074081591,27.8253070960593,-0.525386230749891,-0.739487183622111,20
"1145016",1170.015,10,1074.12,0,1069.995,545.248,"Aitkin Co., Minnesota, S shore of Vanduse Lake,","1991-08-12",46.96524,-93.241242,224,1991,132,96,1405.62393739689,1003.14614634889,10.6486661924007,10.783093766139,-0.017295806120879,0.476141338325069,20
"1145000",1170.027,10,1401.566,0,991.846,1081.913,"Aitkin Co., Minnesota, 3.5mi E of Cedar Lake","1991-07-20",46.50157646,-93.851405,201,1991,132,73,1476.80763030249,825.960620461467,11.1879365932007,9.93987716259596,-0.121740672732027,0.55705149430363,20
"1145015",1166.027,10,434.986,0,540.74,179.8,"Aitkin Co., Minnesota, 2mi S of McGregor on Hwy 65","1991-08-17",46.583103,-93.283438,229,1991,132,101,1410.32192438246,1073.82062020024,10.6842570028974,10.517301524832,-0.037070666666627,0.686563346728254,20
"1144960",1170.015,10,0,0,674.362,280.257,"Aitkin Co., innesota, E ditch of higway 169 from County Rd 11 in Bennetville to County Rd 28 (Ditch Bank Road) at Farm Island Sotre","1991-07-03",46.432458,-93.744597,184,1991,132,56,1455.13640386066,591.111419892256,11.0237606353081,9.9980724657292,-0.102505286661859,0.6607469862594,20
"1145028",1168.027,10,1073.904,0,1247.405,0,"Aitkin Co., Minnesota, 3mi S of Cedar Lake at intersection of 1.5mi W of what used to be community of Red Top","1991-07-26",46.176223,-93.399944,207,1991,133,79,1468.68371316169,881.528843878016,11.0427346854262,10.9168618745147,-0.316394646377295,0.854558741670697,20
"1145026",1168.015,10,354.725,0,605.618,872.355,"48*56'48""N 95*18'26""W Rosesau Co., Minnesota","1991-07-18",48.946533,-95.306611,199,1991,132,71,1413.13060322577,773.037780072245,10.7055348729225,11.0234438826367,-0.246640716759209,0.407107467013767,18
"OS407762",1278.307,10,0,0,1264.911,1321.543,"40.02944 -83.09333, Franklin Co., James J. Thomas Park, east bank of Scioto River","1991-06-23",40.02944,-83.09333,174,1991,193,62,2392.49066370031,794.665798419914,12.396324682385,28.2531112231317,-0.811772007184794,-0.282038780116886,20
"OS408057",1272.308,10,0,0,1448.178,1010.436,"39.99611 -83.01889 Ohio State University Main Campus, Columbus Ohio","1991-07-05",39.9611,-83.01889,186,1991,194,75,2419.64680833354,1015.95285528114,12.4724062285234,28.9683035722273,-0.830751679756544,-0.270451931597025,20
"CHRB0001063",1140.016,10,1003.452,0,701.861,787.608,"40.59230 -74.68320","1991-08-04",40.5923,-74.6832,216,1991,167,103,1981.71748895364,1258.76859114111,11.8665717901416,20.7728965846013,-0.529987111686901,-0.488992474847401,20
"MICH-V-1452633",1210.106,10,0,0,950.501,431.005,"Grand Isle Co., Vermont, town of Alburg, W side of Alburg peninsula, just N of State Highway 78 on road along shore of Lake Champlain, 5.6km N of route 129","1991-07-04",44.949482,-73.15399,185,1991,158,73,1512.92669371972,588.743773028216,9.57548540328934,21.9778658325587,-0.223961595601849,-0.631090982260988,20
"OSU_176005",1230.015,10,829.142,0,1349.683,937.363,"Canyon County: Wamstad Rd along Boise River south of Parma","1991-08-09",43.769962,-116.951633,221,1991,170,101,1751.85772906423,1029.49789342198,10.3050454650837,23.0234650713759,-0.105794372175258,-1.05466373078178,20
"OSU_198282",1230.015,10,0,0,569.842,600.974,"49* 45'N 119* 44'W ","1991-08-27",49.75,-119.733333,239,1991,187,137,1615.60697896016,1223.79117123217,8.68605902666755,18.7485977046609,0.203793500400707,-0.610060262618225,20
"RMBC_149754",1256.006,10,2268.331,0,277.958,648.731,"Colquitz Creek N of Tillicum Mall Shopping Center","1991-08-19",48.456176,-123.396604,231,1991,188,130,1153.62427821382,765.584680415159,6.13629935220115,8.53785596055827,0.00101259389614768,-0.605059036675001,20
"RMBC_149775",1254.004,10,2215.109,0,909.581,371.68,"COLQUITZ CREEK, CUTHBERT HOLMES PARK, SAANICH","1991-08-19",48.456176,-123.396604,231,1991,188,130,1153.62427821382,765.584680415159,6.13629935220115,8.53785596055827,0.00101259389614768,-0.605059036675001,20
"RMBC_150338",1257.057,10,4632.307,0,914.61,1209.639," 49*05.8'N 123*00'W","1991-08-14",49.096667,-123,226,1991,194,125,1305.1501665351,810.122969789816,6.72757817801596,11.2666776376773,0.205190063917427,-0.553755586216742,20
"3008904",479.009,10,0,0,492.399,429.173,"Franklin Co., Ohio, Upper Arlington, Perry Twp, James J Thomas Park, ","1991-06-23",40.0029,-83.0659,174,1991,193,62,2401.18332639731,799.11237848597,12.4413643854783,28.2531299550379,-0.820280268524392,-0.267555138320214,20
"MT00007163",1232.006,10,0,0,1715.395,156.016,"47.8387 -69.5441","1991-07-06",47.8387,-69.5441,187,1991,124,49,956.498385192547,342.262228587576,7.7136966547786,14.5781368597235,0.152978912261682,-0.816623056773107,20
"MT00007165",1228.002,10,478.163,0,1786.919,928.696,"45.698807 -73.501911","1991-07-14",45.698807,-73.501911,195,1991,158,83,1610.64336764785,774.52889035741,10.1939453648598,23.0658715927258,-0.24014151047882,-0.731070928588302,20
"MT00007164",1234.002,10,0,0,763.738,619.952,"45.612453 -73.794522","1991-07-23",45.612453,-73.794522,204,1991,150,92,1527.47529673084,880.97989767807,10.1831686448723,19.5951617988527,-0.341350392585878,-0.525114356376893,20
"MT00007162",1230.015,10,241.23,0,530.091,92.087,"45.931228 -74.025109","1991-09-04",45.931228,-74.025109,247,1991,138,123,1258.31985074273,1165.05883581841,9.11825978799078,16.0945034065848,-0.310719245987319,-0.294054280385751,20
"WTU-V-022166",1248.006,10,1429.76,0,464.958,383.828,"Canyon Co., along Wamstad Rd, over Boise River, just S of Parma, T5N R5W S17","1991-08-09",43.770965,-116.951448,221,1991,170,101,1750.1028403741,1028.57401844698,10.2947225904359,23.0245382881063,-0.10620754520893,-1.05347141044217,20
"919017871",614.7,5,0,0,856.21,179.69,NA,NA,44.98,-73.3,185,1991,158,73,1528.8808085264,603.005348835999,9.67646081345822,21.2439446155124,-0.247546969442127,-0.629664451606081,20
"941124",628.003,5,4268.439,0,996.097,779.459,NA,NA,46.983182,-120.41701,231,1991,185,127,1364.75773194402,911.979560422412,7.37706882131905,17.4439091533882,0.120700181079321,-0.818712402345029,20
"2013210",624.013,5,4588.002,0,0,0,NA,NA,47.575193,-116.412674,293,1991,155,159,1093.06366985435,1106.27409267456,7.05202367647966,15.3357308594171,0.185858995161254,-0.80567903317028,20
"CHIC-4396",240.179,5,0,0,103.562,368.287,"Illinois: Cook: Techny Rd, west of Waukegan Rd","1991-08-16",42.1164,-87.808009,228,1991,191,116,2143.1554909058,1481.79671531333,11.3394470418296,34.64884167778,-0.363549122802735,-0.928103004019507,20
"TENN-V-0155046",1320.223,10,0,0,416.298,161.298,"Tenn: Clay County: Little Proctor Creek, north of Celina","1991-08-05",36.576986,-85.524186,217,1991,249,139,2952.96606015902,1833.67553482943,12.355506527862,26.7363631571453,-0.66889222357738,-0.542530003277626,20
"TENN-V-0155047",1328.378,10,0,0,1427.387,634.109,"Tenn: Decatur County: Busseltown Unit of the Tenn National Wildlife Reserve ","1991-07-02",35.674554,-88.029649,183,1991,227,105,2964.63278011114,1269.69611611409,13.1178441597838,26.0151863850823,-0.694346638802294,-0.538861122518531,20
"DSC105768",1048.048,10,215.455,0,204.561,0,"Mississippi, Attala Co., Along Natchez Trace Parkway S of Koscuisko 325951N 0893612W","1991-07-15",33.014269,-89.602222,196,1991,264,134,3482.23880082301,1759.59133080975,13.5495673183775,33.6147867615939,-0.754023878862207,-0.412736916573104,20
"CALVIN002216_56",518.015,5,2526.677,0,0,0,"Michigan Botanic Garden, Grand Rapids TWP, Kent Co., MI","1992-10-08",42.979497,-85.589657,282,1992,159,155,1395.27688478445,1386.411192586,8.77532631939906,15.9660892894424,-0.227344363483245,-0.540150674635951,20
"K31234100529823",1368.039,10,326.818,1266.431,2161.836,0,"City park just SE of Greenup, Greenup, Kentucky","1992-09-02",38.569728,-82.824239,246,1992,212,148,2008.36411752174,1586.15447283053,9.51831335318361,23.4221120103065,-0.270882931652232,-1.01437999741333,20
"K31234100529831",1368.082,10,790.895,542.569,1325.084,0,"Jennyhole-Highland Creek unit of WMA  along Hwy. 136 and ca. 2 mi. E of Ohio River, Hendersonm Kentucky","1992-07-09",37.811771,-87.843241,191,1992,250,133,2519.5468172362,1123.84496371859,10.5420368922017,29.9414950847273,-0.321493513914334,-0.767017893775177,20
"GMUF-0028716",435.01,10,415.774,0,128.927,314.956,"Bedford County, James River Gorge, 0.1mi S of US501 bridge, 1.2mi SE of Snowden","1992-08-07",37.590676,-79.379229,220,1992,213,123,2221.82747443229,1369.20659173518,10.431114903438,23.426997062104,-0.294625008692303,-0.924726816275346,20
"ILLS00071277",882.009,10,2456.445,0,334.234,532.504,"Pope Co., Illinois, Whip and Mamie's Restaurant in Golconda off IL 146, near Golconda Marina","1992-08-03",37.367984,-88.487929,216,1992,213,120,2466.62790784164,1490.70059472679,11.5804127128716,26.066473143455,-0.356873605686387,-0.708387582819325,20
"1145024",1170.015,10,0,0,467.617,133.222,"Cass Co., Minnesota, N of Longville, W side of the road","1992-08-26",46.988678,-94.212861,239,1992,136,113,1037.9890316717,908.374025368136,7.63227229170371,11.887662007345,0.0687961087598311,-0.372294576915526,20
"1145023",1168.027,10,0,0,1251.893,1228.338,"46*26'20""N 95*7'35""W Wadena Co., Minnesota","1992-08-10",46.438889,-95.126389,223,1992,115,76,861.398880725799,593.153695756366,7.49042504978956,10.5870723141489,0.20273905507567,-0.284143791191414,20
"1144966",1168.015,10,0,0,957.294,589.449,"Cass Co., Minnesota, leech Lake public access north of Brevik","1992-08-12",47.085191,-94.287507,225,1992,136,99,1038.527089692,783.393111725966,7.63622860067649,11.8294614960292,0.0463099121667913,-0.373249657648509,20
"1144969",1166.027,10,1710.388,0,270.88,0,"Cass Co., Minnesota, west sore of Big Rice Lake, marshy north side of public access","1992-08-18",46.976365,-93.949801,231,1992,136,105,1015.19890896223,812.983927079821,7.51999191823873,11.4117792999365,0.131143541355843,-0.428366829157675,20
"KHD00010903",1118.002,10,1248.309,0,1015.753,698.445,"Arapahoe Co., Mullen Pond, Hampden and Lowell","1992-06-30",39.65241,-105.0353,182,1992,206,87,1734.21173547505,619.695161499764,8.45956944134173,15.5365597355936,-0.354336524908332,-0.643938469938189,20
"KHD00003271",1114.007,10,250.064,0,1300.177,1179.46,"Denver Co., Colorado, Hampden and Dartmouth, Bear Valley Shopping Center, on bank of Bear Creek S of shopping center","1992-07-14",39.65157,-105.04954,196,1992,207,102,1724.43186859719,785.025768090947,8.37102848833588,15.5364010333747,-0.351278124099819,-0.661603530997035,20
"KHD00010906",1118.016,10,0,0,1071.853,478.653,"Arapahoe Co., Colorado, Hampden and Lowell Sts, near Mullen Pond","1992-06-30",39.64983,-105.02921,182,1992,206,87,1745.10807777035,626.048712787123,8.51272233058709,15.7596227683875,-0.35700117378303,-0.64416431883936,20
"MUHW014207",1384.013,10,1454.761,0,0,507.48,"82*14'00W 35*00'30""N, Green Bottom Wildlife Management Area, West Virginia","1992-10-05",38.57799,-82.266023,279,1992,213,182,2160.74020458216,2028.32805620044,10.1921707763309,24.2052584206626,-0.337042154876541,-0.915952100712871,20
"MU-V-000195883",1162.62,10,1465.086,0,661.332,882.583,"Dauphine Co., Pennsylvania, Susquehanna River at junction of Rts 147 and 322W","1992-06-29",40.265397,-76.8825,181,1992,181,71,1887.14687722268,610.729563512282,10.4262258410093,21.5566264336732,-0.323440979026902,-0.68487691534864,20
"v0047747WIS",1178.061,10,251.746,0,906.082,641.311,"Ashland Co., Wisconsin, Madeline Island, La Pointe Twp, marsh N of new marina sec31, T50N R3W","1992-08-14",46.784726,-90.787675,227,1992,115,80,832.968302376935,571.027576159693,7.24320262936465,10.0316906027013,0.265042770724772,-0.0715276837498831,18
"OSU_186647",1232,10,632.408,0,963.695,987.653,"Harrisburg, Linn County, Oregon, Burton Rd between 7th and 9th ST","1992-07-10",44.276031,-123.161787,192,1992,261,141,1917.17233889244,824.642635338684,7.34548788847679,32.3966303143757,2.29064593322227,9.55943734392531,20
"OSU_186648",1230,10,2588.717,0,336.195,728.247,"Corvallis, Benton County, Oregon, NE Crovallis on west side of S. Pacific railroad tracks, Albany Line, 75m S of Stewart Slough","1992-07-10",44.608353,-123.245748,192,1992,265,144,1926.44090698417,867.930360685319,7.26958832824217,20.2468824802875,0.414266268732856,-0.354229936176178,20
"OSU_229785",1228.007,10,0,0,2852.349,0,"Grafton County, Lyme Rd in Hanover","1992-08-03",43.738199,-72.246421,216,1992,139,88,1293.0969609532,791.308496155111,9.30285583419567,11.4129195509444,-0.253026713538189,-0.25494685283321,20
